     #time         x         v
  217.4097   -0.5779   -0.7763
  217.6724   -0.7596   -0.5996
  217.9469   -0.8937   -0.3711
  218.2329   -0.9621   -0.1040
  218.4852   -0.9576    0.1396
  218.7376   -0.8924    0.3742
  218.9900   -0.7707    0.5852
  219.2531   -0.5920    0.7654
  219.5281   -0.3618    0.8974
  219.8134   -0.0947    0.9629
  220.0654    0.1484    0.9560
  220.3175    0.3821    0.8887
  220.5695    0.5916    0.7653
  220.8329    0.7705    0.5848
  221.1085    0.9005    0.3531
  221.3840    0.9626    0.0947
  221.6595    0.9521   -0.1707
  221.9351    0.8697   -0.4233
  222.2106    0.7218   -0.6439
  222.4861    0.5194   -0.8159
  222.7617    0.2778   -0.9263
  223.0372    0.0153   -0.9669
  223.3127   -0.2483   -0.9345
  223.5882   -0.4932   -0.8317
  223.8638   -0.7008   -0.6661
  224.1393   -0.8556   -0.4502
  224.4148   -0.9458   -0.2005
  224.6904   -0.9646    0.0644
  224.9659   -0.9107    0.3244
  225.2414   -0.7881    0.5599
  225.5169   -0.6061    0.7531
  225.7925   -0.3783    0.8896
  226.0792   -0.1113    0.9602
  226.3318    0.1322    0.9574
  226.5845    0.3673    0.8939
  226.8371    0.5791    0.7737
  227.0999    0.7602    0.5966
  227.3746    0.8935    0.3680
  227.6604    0.9610    0.1012
  227.9127    0.9558   -0.1420
  228.1651    0.8901   -0.3761
  228.4174    0.7680   -0.5864
  228.6807    0.5890   -0.7660
  228.9559    0.3587   -0.8972
  229.2410    0.0919   -0.9618
  229.4930   -0.1508   -0.9542
  229.7450   -0.3840   -0.8864
  229.9970   -0.5928   -0.7626
  230.2606   -0.7711   -0.5817
  230.5363   -0.9003   -0.3498
  230.8120   -0.9615   -0.0915
  231.0877   -0.9501    0.1737
  231.3634   -0.8669    0.4258
  231.6392   -0.7183    0.6457
  231.9149   -0.5154    0.8168
  232.1906   -0.2736    0.9262
  232.4663   -0.0111    0.9656
  232.7420    0.2522    0.9321
  233.0177    0.4964    0.8281
  233.2935    0.7031    0.6617
  233.5692    0.8566    0.4452
  233.8449    0.9455    0.1952
  234.1206    0.9629   -0.0696
  234.3963    0.9076   -0.3291
  234.6720    0.7837   -0.5637
  234.9478    0.6007   -0.7557
  235.2235    0.3723   -0.8906
  235.5098    0.1056   -0.9594
  235.7623   -0.1374   -0.9553
  236.0148   -0.3717   -0.8906
  236.2672   -0.5824   -0.7695
  236.5303   -0.7625   -0.5915
  236.8054   -0.8945   -0.3621
  237.0908   -0.9602   -0.0956
  237.3430   -0.9537    0.1470
  237.5952   -0.8869    0.3803
  237.8474   -0.7639    0.5895
  238.1109   -0.5840    0.7681
  238.3865   -0.3530    0.8980
  238.6620   -0.0953    0.9600
  238.9376    0.1695    0.9497
  239.2132    0.4215    0.8677
  239.4887    0.6417    0.7202
  239.7643    0.8134    0.5184
  240.0399    0.9237    0.2774
  240.3155    0.9644    0.0156
  240.5910    0.9322   -0.2474
  240.8666    0.8298   -0.4917
  241.1422    0.6647   -0.6988
  241.4178    0.4495   -0.8533
  241.6933    0.2003   -0.9433
  241.9689   -0.0639   -0.9621
  242.2445   -0.3233   -0.9084
  242.5200   -0.5582   -0.7861
  242.7956   -0.7510   -0.6045
  243.0712   -0.8872   -0.3773
  243.3580   -0.9577   -0.1109
  243.6107   -0.9550    0.1321
  243.8634   -0.8916    0.3667
  244.1162   -0.7716    0.5779
  244.3791   -0.5949    0.7586
  244.6539   -0.3667    0.8915
  244.9398   -0.1004    0.9586
  245.1922    0.1421    0.9532
  245.4446    0.3757    0.8875
  245.6971    0.5854    0.7654
  245.9604    0.7645    0.5866
  246.2358    0.8952    0.3566
  246.5209    0.9593    0.0904
  246.7729    0.9516   -0.1517
  247.0250    0.8837   -0.3842
  247.2770    0.7599   -0.5924
  247.5408    0.5792   -0.7700
  247.8167    0.3476   -0.8986
  248.0925    0.0897   -0.9592
  248.3684   -0.1750   -0.9473
  248.6443   -0.4264   -0.8637
  248.9202   -0.6455   -0.7149
  249.1960   -0.8158   -0.5120
  249.4719   -0.9244   -0.2704
  249.7478   -0.9631   -0.0083
  250.0237   -0.9290    0.2543
  250.2995   -0.8246    0.4977
  250.5754   -0.6578    0.7035
  250.8513   -0.4413    0.8560
  251.1272   -0.1915    0.9437
  251.4030    0.0728    0.9601
  251.6789    0.3316    0.9039
  251.9548    0.5652    0.7794
  252.2307    0.7561    0.5959
  252.5065    0.8899    0.3673
  252.7926    0.9574    0.1013
  253.0451    0.9523   -0.1411
  253.2975    0.8869   -0.3744
  253.5500    0.7653   -0.5840
  253.8133    0.5868   -0.7631
  254.0887    0.3573   -0.8938
  254.3739    0.0914   -0.9581
  254.6260   -0.1505   -0.9506
  254.8782   -0.3829   -0.8829
  255.1303   -0.5911   -0.7594
  255.3941   -0.7686   -0.5790
  255.6699   -0.8972   -0.3477
  255.9458   -0.9580   -0.0901
  256.2217   -0.9463    0.1742
  256.4975   -0.8631    0.4254
  256.7734   -0.7146    0.6443
  257.0493   -0.5121    0.8146
  257.3251   -0.2709    0.9232
  257.6010   -0.0092    0.9620
  257.8769    0.2532    0.9280
  258.1527    0.4964    0.8239
  258.4286    0.7020    0.6575
  258.7045    0.8545    0.4414
  258.9803    0.9424    0.1919
  259.2562    0.9591   -0.0721
  259.5321    0.9032   -0.3306
  259.8079    0.7790   -0.5640
  260.0838    0.5959   -0.7548
  260.3597    0.3678   -0.8885
  260.6459    0.1020   -0.9562
  260.8984   -0.1401   -0.9512
  261.1509   -0.3733   -0.8860
  261.4034   -0.5829   -0.7646
  261.6668   -0.7618   -0.5864
  261.9422   -0.8925   -0.3572
  262.2274   -0.9570   -0.0915
  262.4796   -0.9495    0.1502
  262.7318   -0.8820    0.3823
  262.9841   -0.7587    0.5903
  263.2479   -0.5786    0.7677
  263.5237   -0.3476    0.8962
  263.7996   -0.0903    0.9569
  264.0755    0.1738    0.9452
  264.3514    0.4247    0.8621
  264.6273    0.6434    0.7137
  264.9032    0.8135    0.5114
  265.1791    0.9220    0.2704
  265.4550    0.9608    0.0090
  265.7309    0.9269   -0.2531
  266.0068    0.8229   -0.4960
  266.2827    0.6567   -0.7014
  266.5586    0.4408   -0.8537
  266.8345    0.1916   -0.9414
  267.1104   -0.0721   -0.9579
  267.3863   -0.3303   -0.9020
  267.6622   -0.5635   -0.7778
  267.9381   -0.7541   -0.5949
  268.2140   -0.8876   -0.3669
  268.5002   -0.9551   -0.1014
  268.7528   -0.9501    0.1405
  269.0053   -0.8848    0.3734
  269.2579   -0.7635    0.5826
  269.5213   -0.5854    0.7613
  269.7967   -0.3563    0.8917
  270.0820   -0.0910    0.9559
  270.3343    0.1505    0.9483
  270.5865    0.3823    0.8807
  270.8387    0.5900    0.7573
  271.1026    0.7671    0.5772
  271.3786    0.8953    0.3463
  271.6545    0.9558    0.0892
  271.9305    0.9439   -0.1746
  272.2065    0.8607   -0.4252
  272.4824    0.7122   -0.6436
  272.7584    0.5099   -0.8132
  273.0344    0.2691   -0.9213
  273.3103    0.0079   -0.9597
  273.5863   -0.2539   -0.9255
  273.8622   -0.4965   -0.8212
  274.1382   -0.7014   -0.6548
  274.4142   -0.8533   -0.4388
  274.6901   -0.9406   -0.1897
  274.9661   -0.9567    0.0738
  275.2421   -0.9004    0.3316
  275.5180   -0.7760    0.5644
  275.7940   -0.5928    0.7544
  276.0700   -0.3649    0.8873
  276.3561   -0.0996    0.9541
  276.6086    0.1419    0.9487
  276.8612    0.3745    0.8831
  277.1137    0.5832    0.7614
  277.3772    0.7614    0.5831
  277.6528    0.8914    0.3539
  277.9380    0.9549    0.0888
  278.1902    0.9469   -0.1523
  278.4424    0.8789   -0.3837
  278.6946    0.7554   -0.5909
  278.9586    0.5751   -0.7675
  279.2347    0.3441   -0.8951
  279.5108    0.0870   -0.9549
  279.7869   -0.1766   -0.9424
  280.0630   -0.4268   -0.8585
  280.3391   -0.6446   -0.7095
  280.6152   -0.8136   -0.5069
  280.8914   -0.9210   -0.2658
  281.1675   -0.9586   -0.0047
  281.4436   -0.9236    0.2568
  281.7197   -0.8186    0.4988
  281.9958   -0.6516    0.7030
  282.2719   -0.4353    0.8540
  282.5480   -0.1860    0.9402
  282.8241    0.0774    0.9552
  283.1002    0.3348    0.8979
  283.3763    0.5669    0.7725
  283.6525    0.7560    0.5886
  283.9286    0.8879    0.3602
  284.2144    0.9534    0.0952
  284.4668    0.9470   -0.1459
  284.7193    0.8805   -0.3778
  284.9717    0.7583   -0.5857
  285.2354    0.5794   -0.7631
  285.5113    0.3497   -0.8919
  285.7871    0.0935   -0.9534
  286.0629   -0.1696   -0.9427
  286.3387   -0.4199   -0.8608
  286.6145   -0.6385   -0.7139
  286.8903   -0.8088   -0.5130
  287.1662   -0.9179   -0.2733
  287.4420   -0.9576   -0.0130
  287.7178   -0.9250    0.2483
  287.9936   -0.8224    0.4908
  288.2694   -0.6577    0.6961
  288.5452   -0.4432    0.8488
  288.8210   -0.1953    0.9374
  289.0969    0.0673    0.9551
  289.3727    0.3249    0.9006
  289.6485    0.5578    0.7780
  289.9243    0.7486    0.5966
  290.2001    0.8828    0.3702
  290.4868    0.9514    0.1054
  290.7397    0.9475   -0.1360
  290.9925    0.8834   -0.3687
  291.2454    0.7631   -0.5779
  291.5087    0.5863   -0.7566
  291.7841    0.3585   -0.8874
  292.0697    0.0940   -0.9524
  292.3222   -0.1470   -0.9456
  292.5747   -0.3785   -0.8789
  292.8272   -0.5861   -0.7564
  293.0911   -0.7630   -0.5773
  293.3670   -0.8915   -0.3475
  293.6429   -0.9524   -0.0915
  293.9189   -0.9413    0.1714
  294.1948   -0.8590    0.4214
  294.4707   -0.7117    0.6394
  294.7466   -0.5106    0.8091
  295.0226   -0.2709    0.9175
  295.2985   -0.0107    0.9565
  295.5744    0.2503    0.9232
  295.8504    0.4923    0.8200
  296.1263    0.6971    0.6548
  296.4022    0.8491    0.4400
  296.6781    0.9369    0.1920
  296.9541    0.9537   -0.0705
  297.2300    0.8985   -0.3276
  297.5059    0.7752   -0.5600
  297.7818    0.5934   -0.7499
  298.0578    0.3666   -0.8832
  298.3442    0.1021   -0.9507
  298.5970   -0.1389   -0.9459
  298.8498   -0.3710   -0.8811
  299.1026   -0.5796   -0.7602
  299.3661   -0.7576   -0.5829
  299.6417   -0.8876   -0.3548
  299.9271   -0.9516   -0.0904
  300.1796   -0.9440    0.1501
  300.4320   -0.8766    0.3811
  300.6844   -0.7537    0.5879
  300.9484   -0.5742    0.7642
  301.2246   -0.3441    0.8917
  301.5007   -0.0879    0.9516
  301.7768    0.1749    0.9395
  302.0530    0.4244    0.8561
  302.3291    0.6417    0.7079
  302.6053    0.8104    0.5061
  302.8814    0.9177    0.2660
  303.1576    0.9554    0.0057
  303.4337    0.9208   -0.2550
  303.7098    0.8164   -0.4964
  303.9860    0.6501   -0.7001
  304.2621    0.4346   -0.8508
  304.5383    0.1862   -0.9369
  304.8144   -0.0763   -0.9521
  305.0905   -0.3330   -0.8952
  305.3667   -0.5644   -0.7704
  305.6428   -0.7531   -0.5873
  305.9190   -0.8847   -0.3597
  306.2049   -0.9502   -0.0955
  306.4575   -0.9439    0.1450
  306.7101   -0.8777    0.3763
  306.9627   -0.7558    0.5837
  307.2266   -0.5774    0.7606
  307.5025   -0.3484    0.8890
  307.7784   -0.0931    0.9502
  308.0543    0.1693    0.9396
  308.3302    0.4189    0.8578
  308.6062    0.6367    0.7112
  308.8821    0.8064    0.5108
  309.1580    0.9150    0.2718
  309.4339    0.9545    0.0122
  309.7098    0.9217   -0.2483
  309.9857    0.8192   -0.4899
  310.2616    0.6547   -0.6945
  310.5375    0.4408   -0.8466
  310.8135    0.1935   -0.9345
  311.0894   -0.0684   -0.9518
  311.3653   -0.3251   -0.8971
  311.6412   -0.5572   -0.7746
  311.9171   -0.7471   -0.5934
  312.1930   -0.8805   -0.3674
  312.4797   -0.9485   -0.1034
  312.7326   -0.9442    0.1372
  312.9856   -0.8798    0.3691
  313.2385   -0.7594    0.5775
  313.5020   -0.5827    0.7554
  313.7776   -0.3553    0.8853
  314.0632   -0.0914    0.9495
  314.3158    0.1487    0.9422
  314.5683    0.3794    0.8750
  314.8209    0.5860    0.7524
  315.0849    0.7621    0.5733
  315.3611    0.8895    0.3438
  315.6373    0.9496    0.0882
  315.9134    0.9376   -0.1741
  316.1896    0.8546   -0.4231
  316.4657    0.7069   -0.6401
  316.7419    0.5056   -0.8085
  317.0181    0.2660   -0.9156
  317.2942    0.0063   -0.9534
  317.5704   -0.2539   -0.9189
  317.8466   -0.4948   -0.8148
  318.1227   -0.6982   -0.6489
  318.3989   -0.8487   -0.4339
  318.6750   -0.9349   -0.1860
  318.9512   -0.9502    0.0759
  319.2274   -0.8934    0.3321
  319.5035   -0.7690    0.5631
  319.7797   -0.5864    0.7514
  320.0559   -0.3593    0.8828
  320.3419   -0.0956    0.9482
  320.5946    0.1445    0.9419
  320.8473    0.3754    0.8758
  321.1000    0.5824    0.7540
  321.3640    0.7590    0.5759
  321.6399    0.8872    0.3473
  321.9159    0.9482    0.0924
  322.1919    0.9375   -0.1695
  322.4679    0.8559   -0.4185
  322.7439    0.7095   -0.6359
  323.0198    0.5094   -0.8051
  323.2958    0.2707   -0.9133
  323.5718    0.0116   -0.9524
  323.8478   -0.2483   -0.9195
  324.1238   -0.4895   -0.8170
  324.3997   -0.6936   -0.6526
  324.6757   -0.8451   -0.4389
  324.9517   -0.9327   -0.1919
  325.2277   -0.9497    0.0695
  325.5036   -0.8949    0.3256
  325.7796   -0.7723    0.5571
  326.0556   -0.5913    0.7464
  326.3316   -0.3655    0.8792
  326.6182   -0.1020    0.9466
  326.8712    0.1382    0.9419
  327.1242    0.3695    0.8773
  327.3772    0.5773    0.7568
  327.6409    0.7546    0.5802
  327.9166    0.8840    0.3528
  328.2021    0.9476    0.0895
  328.4547    0.9399   -0.1502
  328.7073    0.8726   -0.3803
  328.9598    0.7498   -0.5862
  329.2241    0.5707   -0.7617
  329.5004    0.3413   -0.8884
  329.7767    0.0860   -0.9477
  330.0530   -0.1759   -0.9352
  330.3294   -0.4243   -0.8516
  330.6057   -0.6406   -0.7035
  330.8820   -0.8082   -0.5020
  331.1584   -0.9145   -0.2624
  331.4347   -0.9514   -0.0030
  331.7110   -0.9161    0.2567
  331.9874   -0.8113    0.4969
  332.2637   -0.6450    0.6993
  332.5400   -0.4297    0.8487
  332.8258   -0.1731    0.9353
  333.1116    0.0976    0.9461
  333.3628    0.3297    0.8921
  333.6139    0.5411    0.7821
  333.8758    0.7251    0.6153
  334.1491    0.8642    0.3967
  334.4376    0.9414    0.1344
  334.6923    0.9449   -0.1071
  334.9470    0.8874   -0.3417
  335.2017    0.7727   -0.5543
  335.4564    0.6081   -0.7310
  335.7306    0.3875   -0.8683
  336.0190    0.1245   -0.9426
  336.2730   -0.1163   -0.9435
  336.5269   -0.3496   -0.8840
  336.7808   -0.5604   -0.7678
  337.0437   -0.7407   -0.5957
  337.3183   -0.8745   -0.3725
  337.6055   -0.9442   -0.1095
  337.8589   -0.9415    0.1307
  338.1123   -0.8786    0.3625
  338.3657   -0.7597    0.5712
  338.6292   -0.5847    0.7493
  338.9046   -0.3590    0.8800
  339.1907   -0.0960    0.9454
  339.4436    0.1436    0.9393
  339.6965    0.3740    0.8734
  339.9494    0.5807    0.7520
  340.2134    0.7568    0.5744
  340.4895    0.8847    0.3463
  340.7655    0.9456    0.0921
  341.0416    0.9349   -0.1692
  341.3177    0.8534   -0.4175
  341.5937    0.7073   -0.6343
  341.8698    0.5076   -0.8030
  342.1458    0.2695   -0.9109
  342.4219    0.0111   -0.9498
  342.6980   -0.2482   -0.9167
  342.9740   -0.4887   -0.8143
  343.2501   -0.6921   -0.6502
  343.5261   -0.8431   -0.4369
  343.8022   -0.9303   -0.1905
  344.0782   -0.9470    0.0703
  344.3543   -0.8920    0.3257
  344.6304   -0.7694    0.5565
  344.9064   -0.5886    0.7451
  345.1825   -0.3633    0.8772
  345.4691   -0.1004    0.9441
  345.7222    0.1391    0.9391
  345.9752    0.3698    0.8743
  346.2283    0.5769    0.7538
  346.4921    0.7535    0.5772
  346.7680    0.8822    0.3501
  347.0535    0.9451    0.0874
  347.3062    0.9370   -0.1516
  347.5588    0.8693   -0.3809
  347.8114    0.7465   -0.5861
  348.0758    0.5674   -0.7608
  348.3523    0.3382   -0.8867
  348.6289    0.0833   -0.9453
  348.9054   -0.1780   -0.9320
  349.1819   -0.4256   -0.8480
  349.4584   -0.6410   -0.6995
  349.7350   -0.8076   -0.4979
  350.0115   -0.9128   -0.2584
  350.2880   -0.9487    0.0006
  350.5646   -0.9125    0.2596
  350.8411   -0.8069    0.4988
  351.1176   -0.6401    0.7001
  351.3941   -0.4246    0.8482
  351.6803   -0.1680    0.9335
  351.9664    0.1023    0.9429
  352.2179    0.3337    0.8877
  352.4693    0.5441    0.7767
  352.7315    0.7268    0.6091
  353.0052    0.8644    0.3900
  353.2940    0.9396    0.1276
  353.5482    0.9415   -0.1128
  353.8024    0.8829   -0.3459
  354.0566    0.7676   -0.5568
  354.3194    0.5966   -0.7370
  354.5939    0.3744   -0.8711
  354.8815    0.1120   -0.9414
  355.1351   -0.1278   -0.9393
  355.3887   -0.3594   -0.8772
  355.6423   -0.5679   -0.7589
  355.9058   -0.7459   -0.5848
  356.1811   -0.8768   -0.3599
  356.4675   -0.9428   -0.0975
  356.7206   -0.9372    0.1416
  356.9736   -0.8718    0.3718
  357.2267   -0.7510    0.5782
  357.4907   -0.5741    0.7541
  357.7668   -0.3468    0.8819
  358.0429   -0.0933    0.9430
  358.3190    0.1673    0.9326
  358.5950    0.4151    0.8517
  358.8711    0.6316    0.7062
  359.1472    0.8001    0.5073
  359.4232    0.9081    0.2699
  359.6993    0.9473    0.0122
  359.9754    0.9147   -0.2465
  360.2514    0.8129   -0.4865
  360.5275    0.6495   -0.6896
  360.8036    0.4370   -0.8404
  361.0797    0.1914   -0.9277
  361.3557   -0.0687   -0.9446
  361.6318   -0.3236   -0.8900
  361.9079   -0.5539   -0.7681
  362.1839   -0.7423   -0.5879
  362.4600   -0.8744   -0.3633
  362.7468   -0.9415   -0.1010
  363.0000   -0.9368    0.1380
  363.2532   -0.8724    0.3683
  363.5064   -0.7523    0.5750
  363.7703   -0.5763    0.7513
  364.0462   -0.3498    0.8798
  364.3319   -0.0877    0.9426
  364.5847    0.1508    0.9345
  364.8374    0.3797    0.8671
  365.0902    0.5845    0.7445
  365.3546    0.7587    0.5658
  365.6312    0.8844    0.3371
  365.9078    0.9428    0.0827
  366.1844    0.9296   -0.1779
  366.4610    0.8457   -0.4250
  366.7377    0.6975   -0.6397
  367.0143    0.4963   -0.8058
  367.2909    0.2573   -0.9106
  367.5675   -0.0011   -0.9462
  367.8441   -0.2595   -0.9099
  368.1207   -0.4981   -0.8044
  368.3973   -0.6988   -0.6377
  368.6739   -0.8464   -0.4226
  368.9601   -0.9313   -0.1664
  369.2464   -0.9403    0.1034
  369.4980   -0.8850    0.3342
  369.7496   -0.7739    0.5440
  370.0119   -0.6064    0.7260
  370.2858   -0.3875    0.8629
  370.5746   -0.1257    0.9374
  370.8288    0.1141    0.9388
  371.0831    0.3466    0.8799
  371.3373    0.5567    0.7644
  371.6003    0.7363    0.5933
  371.8750    0.8696    0.3713
  372.1625    0.9392    0.1095
  372.4161    0.9366   -0.1297
  372.6697    0.8741   -0.3605
  372.9234    0.7557   -0.5683
  373.1870    0.5815   -0.7455
  373.4626    0.3567   -0.8756
  373.7489    0.0949   -0.9406
  374.0020   -0.1436   -0.9343
  374.2551   -0.3730   -0.8685
  374.5081   -0.5786   -0.7474
  374.7724   -0.7537   -0.5703
  375.0487   -0.8807   -0.3431
  375.3249   -0.9408   -0.0898
  375.6012   -0.9297    0.1702
  375.8775   -0.8480    0.4174
  376.1538   -0.7020    0.6328
  376.4301   -0.5027    0.8002
  376.7064   -0.2654    0.9069
  376.9827   -0.0079    0.9449
  377.2589    0.2501    0.9111
  377.5352    0.4891    0.8083
  377.8115    0.6911    0.6441
  378.0878    0.8406    0.4311
  378.3734    0.9280    0.1768
  378.6591    0.9402   -0.0918
  378.9104    0.8878   -0.3228
  379.1618    0.7796   -0.5334
  379.4237    0.6150   -0.7170
  379.6969    0.3986   -0.8563
  379.9853    0.1387   -0.9343
  380.2409   -0.1021   -0.9389
  380.4965   -0.3361   -0.8825
  380.7522   -0.5483   -0.7688
  381.0078   -0.7249   -0.6051
  381.2820   -0.8617   -0.3862
  381.5708   -0.9359   -0.1247
  381.8251   -0.9372    0.1147
  382.0793   -0.8783    0.3467
  382.3336   -0.7628    0.5565
  382.5967   -0.5919    0.7356
  382.8715   -0.3700    0.8686
  383.1589   -0.1086    0.9378
  383.4126    0.1302    0.9349
  383.6663    0.3607    0.8723
  383.9200    0.5680    0.7538
  384.1837    0.7449    0.5796
  384.4594    0.8745    0.3549
  384.7456    0.9391    0.0935
  384.9987    0.9326   -0.1446
  385.2518    0.8667   -0.3735
  385.5050    0.7455   -0.5786
  385.7693    0.5685   -0.7533
  386.0457    0.3413   -0.8798
  386.3221    0.0883   -0.9394
  386.5985   -0.1714   -0.9278
  386.8749   -0.4181   -0.8457
  387.1514   -0.6330   -0.6995
  387.4278   -0.7999   -0.5001
  387.7042   -0.9060   -0.2628
  387.9806   -0.9433   -0.0056
  388.2570   -0.9090    0.2521
  388.5334   -0.8057    0.4906
  388.8098   -0.6413    0.6918
  389.0862   -0.4281    0.8405
  389.3721   -0.1738    0.9270
  389.6580    0.0947    0.9383
  389.9095    0.3252    0.8852
  390.1610    0.5353    0.7763
  390.4231    0.7181    0.6111
  390.6966    0.8565    0.3944
  390.9852    0.9333    0.1342
  391.2405    0.9369   -0.1057
  391.4957    0.8799   -0.3388
  391.7509    0.7659   -0.5500
  392.0061    0.6022   -0.7254
  392.2805    0.3831   -0.8614
  392.5692    0.1220   -0.9348
  392.8234   -0.1170   -0.9353
  393.0777   -0.3485   -0.8758
  393.3319   -0.5575   -0.7599
  393.5951   -0.7360   -0.5886
  393.8701   -0.8682   -0.3666
  394.1574   -0.9365   -0.1056
  394.4111   -0.9330    0.1328
  394.6647   -0.8699    0.3627
  394.9184   -0.7510    0.5693
  395.1822   -0.5765    0.7455
  395.4581   -0.3517    0.8742
  395.7442   -0.0907    0.9379
  395.9973    0.1470    0.9306
  396.2504    0.3754    0.8641
  396.5035    0.5798    0.7425
  396.7680    0.7537    0.5651
  397.0446    0.8794    0.3377
  397.3212    0.9382    0.0847
  397.5978    0.9257   -0.1747
  397.8744    0.8428   -0.4208
  398.1510    0.6958   -0.6349
  398.4276    0.4959   -0.8008
  398.7043    0.2584   -0.9057
  398.9809    0.0013   -0.9418
  399.2575   -0.2560   -0.9062
  399.5341   -0.4937   -0.8018
  399.8107   -0.6939   -0.6364
  400.0873   -0.8413   -0.4227
  400.3736   -0.9265   -0.1679
  400.6598   -0.9362    0.1005
  400.9116   -0.8816    0.3305
  401.1633   -0.7715    0.5397
  401.4257   -0.6051    0.7213
  401.6996   -0.3874    0.8580
  401.9887   -0.1268    0.9328
  402.2432    0.1122    0.9346
  402.4977    0.3438    0.8762
  402.7522    0.5533    0.7613
  403.0067    0.7272    0.5974
  403.2815    0.8620    0.3777
  403.5698    0.9338    0.1170
  403.8239    0.9332   -0.1215
  404.0780    0.8727   -0.3522
  404.3322    0.7561   -0.5602
  404.5956    0.5841   -0.7378
  404.8710    0.3616   -0.8687
  405.1580    0.1009   -0.9355
  405.4115   -0.1370   -0.9308
  405.6650   -0.3661   -0.8666
  405.9186   -0.5717   -0.7470
  406.1827   -0.7469   -0.5718
  406.4588   -0.8745   -0.3465
  406.7447   -0.9367   -0.0858
  406.9976   -0.9284    0.1513
  407.2506   -0.8610    0.3789
  407.5036   -0.7388    0.5823
  407.7683   -0.5607    0.7552
  408.0453   -0.3328    0.8797
  408.3222   -0.0797    0.9371
  408.5991    0.1795    0.9231
  408.8760    0.4251    0.8388
  409.1529    0.6382    0.6905
  409.4298    0.8026    0.4897
  409.7067    0.9059    0.2516
  409.9836    0.9402   -0.0057
  410.2606    0.9028   -0.2625
  410.5375    0.7967   -0.4993
  410.8144    0.6299   -0.6980
  411.0913    0.4150   -0.8435
  411.3781    0.1595   -0.9264
  411.6649   -0.1091   -0.9336
  411.9170   -0.3385   -0.8768
  412.1691   -0.5465   -0.7646
  412.4320   -0.7264   -0.5963
  412.7064   -0.8608   -0.3770
  412.9948   -0.9325   -0.1167
  413.2490   -0.9319    0.1216
  413.5031   -0.8714    0.3520
  413.7573   -0.7549    0.5598
  414.0209   -0.5830    0.7370
  414.2963   -0.3606    0.8677
  414.5833   -0.1002    0.9342
  414.8368    0.1373    0.9294
  415.0904    0.3661    0.8652
  415.3440    0.5714    0.7456
  415.6082    0.7463    0.5705
  415.8844    0.8736    0.3453
  416.1702    0.9355    0.0850
  416.4232    0.9270   -0.1519
  416.6762    0.8594   -0.3791
  416.9293    0.7372   -0.5821
  417.1941    0.5591   -0.7547
  417.4711    0.3314   -0.8788
  417.7481    0.0785   -0.9358
  418.0251   -0.1805   -0.9216
  418.3021   -0.4256   -0.8370
  418.5791   -0.6383   -0.6886
  418.8561   -0.8022   -0.4878
  419.1331   -0.9051   -0.2498
  419.4101   -0.9389    0.0073
  419.6872   -0.9011    0.2637
  419.9642   -0.7946    0.5001
  420.2412   -0.6276    0.6983
  420.5182   -0.4127    0.8432
  420.8052   -0.1571    0.9255
  421.0922    0.1113    0.9320
  421.3444    0.3403    0.8747
  421.5966    0.5478    0.7620
  421.8596    0.7271    0.5933
  422.1343    0.8608    0.3739
  422.4224    0.9315    0.1138
  422.6766    0.9302   -0.1240
  422.9307    0.8691   -0.3539
  423.1849    0.7522   -0.5610
  423.4486    0.5800   -0.7377
  423.7241    0.3574   -0.8676
  424.0110    0.0974   -0.9332
  424.2645   -0.1398   -0.9277
  424.5180   -0.3680   -0.8629
  424.7716   -0.5727   -0.7430
  425.0360   -0.7469   -0.5674
  425.3124   -0.8734   -0.3420
  425.5888   -0.9336   -0.0907
  425.8652   -0.9229    0.1676
  426.1416   -0.8421    0.4131
  426.4180   -0.6975    0.6272
  426.6944   -0.4998    0.7936
  426.9709   -0.2643    0.8999
  427.2473   -0.0087    0.9377
  427.5237    0.2476    0.9044
  427.8001    0.4850    0.8025
  428.0765    0.6856    0.6396
  428.3529    0.8341    0.4282
  428.6388    0.9210    0.1756
  428.9246    0.9331   -0.0912
  429.1763    0.8810   -0.3207
  429.4281    0.7733   -0.5300
  429.6902    0.6096   -0.7123
  429.9638    0.3945   -0.8504
  430.2524    0.1361   -0.9274
  430.5082   -0.1030   -0.9316
  430.7640   -0.3354   -0.8752
  431.0198   -0.5459   -0.7618
  431.2756   -0.7208   -0.5988
  431.5502   -0.8562   -0.3809
  431.8390   -0.9292   -0.1212
  432.0935   -0.9298    0.1166
  432.3480   -0.8705    0.3469
  432.6025   -0.7552    0.5548
  432.8659   -0.5846    0.7323
  433.1412   -0.3636    0.8636
  433.4286   -0.1039    0.9311
  433.6824    0.1333    0.9273
  433.9363    0.3619    0.8641
  434.1901    0.5673    0.7454
  434.4543    0.7422    0.5714
  434.7304    0.8699    0.3474
  435.0166    0.9326    0.0877
  435.2698    0.9248   -0.1487
  435.5231    0.8580   -0.3757
  435.7763    0.7366   -0.5786
  436.0411    0.5594   -0.7512
  436.3181    0.3327   -0.8754
  436.5950    0.0807   -0.9330
  436.8720   -0.1775   -0.9194
  437.1490   -0.4221   -0.8358
  437.4259   -0.6346   -0.6884
  437.7029   -0.7986   -0.4887
  437.9798   -0.9018   -0.2516
  438.2568   -0.9362    0.0045
  438.5338   -0.8993    0.2604
  438.8107   -0.7938    0.4963
  439.0877   -0.6279    0.6944
  439.3646   -0.4141    0.8396
