     #time         x         v
  661.8607    0.7691   -0.4776
  662.1382    0.6089   -0.6700
  662.4158    0.4020   -0.8111
  662.7035    0.1553   -0.8918
  662.9913   -0.1042   -0.8991
  663.2451   -0.3266   -0.8440
  663.4990   -0.5281   -0.7349
  663.7632   -0.7017   -0.5714
  664.0390   -0.8308   -0.3587
  664.3283   -0.8986   -0.1068
  664.5839   -0.8964    0.1238
  664.8394   -0.8360    0.3464
  665.0950   -0.7213    0.5464
  665.3602   -0.5529    0.7163
  665.6373   -0.3358    0.8402
  665.9247   -0.0838    0.9008
  666.1794    0.1458    0.8928
  666.4341    0.3660    0.8272
  666.6887    0.5626    0.7083
  666.9549    0.7291    0.5353
  667.2333    0.8481    0.3143
  667.5116    0.9018    0.0692
  667.7900    0.8861   -0.1813
  668.0683    0.8022   -0.4178
  668.3467    0.6566   -0.6221
  668.6250    0.4604   -0.7785
  668.9034    0.2288   -0.8749
  669.1817   -0.0204   -0.9040
  669.4600   -0.2680   -0.8636
  669.7384   -0.4950   -0.7566
  670.0167   -0.6838   -0.5914
  670.2951   -0.8200   -0.3808
  670.5845   -0.8945   -0.1309
  670.8421   -0.8984    0.1013
  671.0996   -0.8429    0.3268
  671.3572   -0.7319    0.5307
  671.6148   -0.5725    0.6996
  671.8908   -0.3602    0.8291
  672.1804   -0.1085    0.8973
  672.4360    0.1219    0.8956
  672.6917    0.3444    0.8355
  672.9473    0.5445    0.7212
  673.2125    0.7145    0.5533
  673.4896    0.8386    0.3367
  673.7771    0.8996    0.0850
  674.0319    0.8920   -0.1445
  674.2867    0.8268   -0.3646
  674.5415    0.7082   -0.5612
  674.8076    0.5357   -0.7277
  675.0860    0.3152   -0.8468
  675.3643    0.0704   -0.9007
  675.6426   -0.1798   -0.8853
  675.9209   -0.4161   -0.8018
  676.1993   -0.6203   -0.6566
  676.4776   -0.7768   -0.4608
  676.7559   -0.8735   -0.2296
  677.0342   -0.9030    0.0192
  677.3126   -0.8630    0.2666
  677.5909   -0.7565    0.4934
  677.8692   -0.5919    0.6822
  678.1475   -0.3817    0.8185
  678.4369   -0.1323    0.8933
  678.6947    0.0998    0.8974
  678.9525    0.3254    0.8422
  679.2103    0.5293    0.7314
  679.4682    0.6983    0.5722
  679.7442    0.8278    0.3602
  680.0338    0.8962    0.1088
  680.2895    0.8946   -0.1215
  680.5452    0.8348   -0.3438
  680.8009    0.7207   -0.5437
  681.0661    0.5530   -0.7135
  681.3432    0.3367   -0.8375
  681.6309    0.0853   -0.8986
  681.8857   -0.1440   -0.8910
  682.1405   -0.3639   -0.8258
  682.3954   -0.5604   -0.7074
  682.6616   -0.7267   -0.5350
  682.9399   -0.8457   -0.3147
  683.2183   -0.8996   -0.0702
  683.4966   -0.8843    0.1797
  683.7750   -0.8009    0.4157
  684.0533   -0.6558    0.6198
  684.3317   -0.4603    0.7760
  684.6100   -0.2293    0.8726
  684.8884    0.0192    0.9019
  685.1667    0.2663    0.8619
  685.4451    0.4929    0.7555
  685.7234    0.6815    0.5909
  686.0018    0.8176    0.3809
  686.2912    0.8923    0.1317
  686.5490    0.8964   -0.1002
  686.8068    0.8412   -0.3254
  687.0647    0.7304   -0.5291
  687.3225    0.5714   -0.6978
  687.5986    0.3595   -0.8271
  687.8882    0.1083   -0.8952
  688.1440   -0.1216   -0.8934
  688.3997   -0.3437   -0.8335
  688.6555   -0.5434   -0.7194
  688.9207   -0.7130   -0.5518
  689.1979   -0.8367   -0.3356
  689.4855   -0.8975   -0.0844
  689.7404   -0.8898    0.1446
  689.9952   -0.8246    0.3642
  690.2501   -0.7062    0.5603
  690.5164   -0.5339    0.7264
  690.7948   -0.3137    0.8451
  691.0733   -0.0693    0.8986
  691.3517    0.1803    0.8830
  691.6301    0.4161    0.7994
  691.9086    0.6197    0.6542
  692.1870    0.7757    0.4586
  692.4655    0.8718    0.2277
  692.7439    0.9008   -0.0207
  693.0223    0.8605   -0.2675
  693.3008    0.7538   -0.4937
  693.5792    0.5891   -0.6818
  693.8576    0.3790   -0.8174
  694.1472    0.1299   -0.8915
  694.4049   -0.1016   -0.8951
  694.6625   -0.3263   -0.8396
  694.9202   -0.5295   -0.7286
  695.1779   -0.6977   -0.5696
  695.4541   -0.8266   -0.3577
  695.7436   -0.8943   -0.1068
  695.9994   -0.8922    0.1229
  696.2551   -0.8321    0.3446
  696.5109   -0.7179    0.5438
  696.7762   -0.5501    0.7130
  697.0535   -0.3340    0.8363
  697.3411   -0.0830    0.8966
  697.5960    0.1457    0.8885
  697.8508    0.3650    0.8230
  698.1057    0.5607    0.7044
  698.3721    0.7263    0.5319
  698.6506    0.8446    0.3116
  698.9292    0.8977    0.0674
  699.2077    0.8816   -0.1820
  699.4863    0.7976   -0.4174
  699.7648    0.6521   -0.6206
  700.0434    0.4563   -0.7759
  700.3219    0.2254   -0.8714
  700.6005   -0.0229   -0.8997
  700.8790   -0.2694   -0.8587
  701.1576   -0.4951   -0.7514
  701.4361   -0.6826   -0.5863
  701.7147   -0.8175   -0.3760
  702.0044   -0.8908   -0.1267
  702.2618   -0.8937    0.1043
  702.5192   -0.8378    0.3283
  702.7766   -0.7266    0.5307
  703.0339   -0.5676    0.6981
  703.3103   -0.3556    0.8264
  703.5998   -0.1049    0.8935
  703.8555    0.1245    0.8909
  704.1112    0.3458    0.8304
  704.3669    0.5446    0.7158
  704.6324    0.7133    0.5478
  704.9098    0.8361    0.3315
  705.1973    0.8957    0.0808
  705.4521    0.8872   -0.1476
  705.7069    0.8213   -0.3664
  705.9618    0.7025   -0.5616
  706.2283    0.5297   -0.7267
  706.5070    0.3094   -0.8444
  706.7857    0.0651   -0.8968
  707.0644   -0.1841   -0.8801
  707.3431   -0.4191   -0.7954
  707.6218   -0.6217   -0.6493
  707.9005   -0.7764   -0.4532
  708.1793   -0.8711   -0.2221
  708.4580   -0.8986    0.0262
  708.7367   -0.8567    0.2723
  709.0154   -0.7487    0.4975
  709.2941   -0.5830    0.6842
  709.5728   -0.3722    0.8181
  709.8629   -0.1227    0.8904
  710.1198    0.1076    0.8922
  710.3768    0.3308    0.8355
  710.6338    0.5323    0.7240
  710.8907    0.6988    0.5649
  711.1672    0.8265    0.3526
  711.4565    0.8927    0.1021
  711.7122    0.8895   -0.1269
  711.9679    0.8285   -0.3477
  712.2236    0.7136   -0.5459
  712.4892    0.5453   -0.7141
  712.7668    0.3287   -0.8361
  713.0541    0.0783   -0.8949
  713.3089   -0.1497   -0.8857
  713.5637   -0.3681   -0.8193
  713.8185   -0.5627   -0.7000
  714.0851   -0.7273   -0.5269
  714.3640   -0.8443   -0.3063
  714.6429   -0.8960   -0.0620
  714.9218   -0.8784    0.1870
  715.2007   -0.7930    0.4216
  715.4796   -0.6463    0.6235
  715.7585   -0.4497    0.7773
  716.0373   -0.2184    0.8710
  716.3162    0.0298    0.8974
  716.5951    0.2757    0.8544
  716.8740    0.5002    0.7455
  717.1529    0.6861    0.5789
  717.4318    0.8190    0.3676
  717.7222    0.8899    0.1177
  717.9786    0.8907   -0.1119
  718.2351    0.8332   -0.3341
  718.4915    0.7212   -0.5345
  718.7479    0.5620   -0.6999
  719.0247    0.3494   -0.8268
  719.3138    0.0992   -0.8920
  719.5694   -0.1295   -0.8880
  719.8250   -0.3498   -0.8264
  720.0806   -0.5474   -0.7110
  720.3465   -0.7149   -0.5422
  720.6243   -0.8362   -0.3253
  720.9021   -0.8934   -0.0835
  721.1799   -0.8820    0.1647
  721.4577   -0.8030    0.4003
  721.7355   -0.6625    0.6051
  722.0133   -0.4711    0.7635
  722.2911   -0.2437    0.8634
  722.5689    0.0024    0.8970
  722.8467    0.2483    0.8619
  723.1245    0.4751    0.7607
  723.4023    0.6655    0.6012
  723.6801    0.8049    0.3956
  723.9683    0.8841    0.1504
  724.2566    0.8904   -0.1071
  724.5110    0.8348   -0.3277
  724.7654    0.7254   -0.5273
  725.0301    0.5622   -0.6986
  725.3065    0.3502   -0.8255
  725.5957    0.1003   -0.8910
  725.8514   -0.1283   -0.8873
  726.1071   -0.3486   -0.8260
  726.3628   -0.5462   -0.7109
  726.6286   -0.7137   -0.5424
  726.9064   -0.8351   -0.3258
  727.1936   -0.8932   -0.0759
  727.4484   -0.8835    0.1516
  727.7032   -0.8167    0.3694
  727.9580   -0.6973    0.5633
  728.2249   -0.5241    0.7272
  728.5039   -0.3035    0.8433
  728.7830   -0.0594    0.8942
  729.0621    0.1892    0.8759
  729.3412    0.4232    0.7898
  729.6203    0.6244    0.6426
  729.8994    0.7773    0.4457
  730.1785    0.8700    0.2143
  730.4576    0.8954   -0.0336
  730.7367    0.8514   -0.2790
  731.0157    0.7417   -0.5027
  731.2948    0.5745   -0.6875
  731.5739    0.3629   -0.8191
  731.8647    0.1128   -0.8887
  732.1207   -0.1159   -0.8882
  732.3767   -0.3370   -0.8299
  732.6327   -0.5361   -0.7174
  732.8980   -0.7055   -0.5517
  733.1751   -0.8295   -0.3376
  733.4633   -0.8912   -0.0879
  733.7186   -0.8845    0.1400
  733.9739   -0.8205    0.3588
  734.2292   -0.7033    0.5544
  734.4956   -0.5326    0.7199
  734.7740   -0.3142    0.8385
  735.0525   -0.0716    0.8925
  735.3310    0.1765    0.8777
  735.6095    0.4110    0.7953
  735.8880    0.6138    0.6516
  736.1664    0.7692    0.4578
  736.4449    0.8654    0.2286
  736.7234    0.8950   -0.0181
  737.0019    0.8555   -0.2634
  737.2804    0.7502   -0.4884
  737.5588    0.5870   -0.6757
  737.8373    0.3786   -0.8110
  738.1269    0.1313   -0.8853
  738.3852   -0.0991   -0.8894
  738.6434   -0.3230   -0.8345
  738.9017   -0.5254   -0.7243
  739.1600   -0.6930   -0.5660
  739.4363   -0.8211   -0.3554
  739.7261   -0.8884   -0.1059
  739.9821   -0.8863    0.1225
  740.2382   -0.8264    0.3429
  740.4942   -0.7126    0.5410
  740.7598   -0.5456    0.7090
  741.0373   -0.3305    0.8313
  741.3250   -0.0810    0.8909
  741.5801    0.1464    0.8824
  741.8352    0.3643    0.8168
  742.0903    0.5586    0.6984
  742.3570    0.7229    0.5265
  742.6359    0.8399    0.3071
  742.9148    0.8920    0.0640
  743.1937    0.8751   -0.1841
  743.4726    0.7907   -0.4178
  743.7515    0.6451   -0.6193
  744.0304    0.4497   -0.7729
  744.3092    0.2196   -0.8668
  744.5881   -0.0275   -0.8936
  744.8670   -0.2725   -0.8515
  745.1459   -0.4963   -0.7435
  745.4248   -0.6818   -0.5781
  745.7037   -0.8146   -0.3680
  745.9941   -0.8859   -0.1193
  746.2510   -0.8871    0.1097
  746.5079   -0.8301    0.3315
  746.7648   -0.7187    0.5315
  747.0217   -0.5601    0.6966
  747.2985   -0.3484    0.8231
  747.5878   -0.0991    0.8882
  747.8436    0.1289    0.8843
  748.0994    0.3484    0.8228
  748.3552    0.5453    0.7078
  748.6212    0.7121    0.5396
  748.8991    0.8328    0.3235
  749.1771    0.8896    0.0825
  749.4550    0.8781   -0.1648
  749.7330    0.7992   -0.3994
  750.0110    0.6590   -0.6033
  750.2889    0.4681   -0.7609
  750.5669    0.2414   -0.8601
  750.8448   -0.0038   -0.8932
  751.1228   -0.2488   -0.8578
  751.4007   -0.4746   -0.7566
  751.6787   -0.6640   -0.5973
  751.9566   -0.8023   -0.3921
  752.2451   -0.8807   -0.1476
  752.5336   -0.8863    0.1091
  752.7883   -0.8303    0.3289
  753.0430   -0.7206    0.5274
  753.3080   -0.5574    0.6977
  753.5847   -0.3456    0.8233
  753.8738   -0.0965    0.8876
  754.1296    0.1312    0.8831
  754.3853    0.3503    0.8211
  754.6411    0.5466    0.7057
  754.9072    0.7130    0.5371
  755.1853    0.8330    0.3207
  755.4634    0.8890    0.0796
  755.7416    0.8767   -0.1675
  756.0197    0.7971   -0.4018
  756.2978    0.6561   -0.6051
  756.5759    0.4648   -0.7620
  756.8541    0.2377   -0.8602
  757.1322   -0.0076   -0.8924
  757.4103   -0.2523   -0.8559
  757.6884   -0.4776   -0.7537
  757.9665   -0.6661   -0.5936
  758.2447   -0.8035   -0.3878
  758.5335   -0.8807   -0.1429
  758.7934   -0.8878    0.0882
  759.0533   -0.8353    0.3134
  759.3132   -0.7268    0.5175
  759.5730   -0.5694    0.6868
  759.8491   -0.3607    0.8159
  760.1395   -0.1119    0.8850
  760.3959    0.1162    0.8843
  760.6523    0.3366    0.8259
  760.9087    0.5351    0.7135
  761.1742    0.7035    0.5480
  761.4515    0.8267    0.3344
  761.7397    0.8876    0.0856
  761.9952    0.8805   -0.1414
  762.2506    0.8162   -0.3592
  762.5060    0.6990   -0.5537
  762.7726    0.5284   -0.7183
  763.0513    0.3104   -0.8359
  763.3301    0.0684   -0.8889
  763.6088   -0.1788   -0.8734
  763.8876   -0.4122   -0.7904
  764.1663   -0.6138   -0.6464
  764.4451   -0.7679   -0.4525
  764.7238   -0.8628   -0.2237
  765.0026   -0.8911    0.0223
  765.2813   -0.8505    0.2666
  765.5600   -0.7444    0.4903
  765.8388   -0.5807    0.6761
  766.1175   -0.3723    0.8098
  766.4076   -0.1251    0.8823
  766.6654    0.1040    0.8850
  766.9232    0.3261    0.8292
  767.1810    0.5267    0.7186
  767.4387    0.6925    0.5605
  767.7155    0.8193    0.3500
  768.0051    0.8851    0.1014
  768.2611    0.8819   -0.1261
  768.5172    0.8213   -0.3453
  768.7732    0.7071   -0.5420
  769.0392    0.5397   -0.7087
  769.3171    0.3246   -0.8296
  769.6046    0.0760   -0.8875
  769.8597   -0.1504   -0.8779
  770.1148   -0.3670   -0.8115
  770.3699   -0.5599   -0.6925
  770.6369   -0.7228   -0.5202
  770.9163   -0.8382   -0.3007
  771.1956   -0.8886   -0.0580
  771.4749   -0.8702    0.1892
  771.7542   -0.7843    0.4218
  772.0335   -0.6376    0.6216
  772.3128   -0.4415    0.7732
  772.5921   -0.2113    0.8649
  772.8714    0.0354    0.8896
  773.1507    0.2792    0.8453
  773.4300    0.5014    0.7355
  773.7093    0.6848    0.5687
  773.9886    0.8150    0.3578
  774.2794    0.8834    0.1091
  774.5355    0.8822   -0.1182
  774.7917    0.8234   -0.3379
  775.0479    0.7110   -0.5355
  775.3135    0.5455   -0.7033
  775.5910    0.3319   -0.8258
  775.8792    0.0836   -0.8860
  776.1346   -0.1430   -0.8783
  776.3900   -0.3602   -0.8136
  776.6455   -0.5541   -0.6961
  776.9122   -0.7180   -0.5254
  777.1912   -0.8349   -0.3074
  777.4701   -0.8872   -0.0656
  777.7490   -0.8710    0.1812
  778.0280   -0.7874    0.4140
  778.3069   -0.6430    0.6148
  778.5858   -0.4489    0.7680
  778.8648   -0.2201    0.8618
  779.1437    0.0256    0.8891
  779.4226    0.2694    0.8476
  779.7015    0.4924    0.7406
  779.9805    0.6772    0.5763
  780.2594    0.8097    0.3676
  780.5498    0.8811    0.1203
  780.8072    0.8827   -0.1079
  781.0645    0.8261   -0.3290
  781.3218    0.7152   -0.5284
  781.5792    0.5572   -0.6930
  781.8562    0.3464   -0.8189
  782.1457    0.0983   -0.8836
  782.4017   -0.1287   -0.8796
  782.6577   -0.3472   -0.8183
  782.9137   -0.5431   -0.7037
  783.1799   -0.7091   -0.5360
  783.4580   -0.8290   -0.3206
  783.7362   -0.8851   -0.0807
  784.0144   -0.8733    0.1655
  784.2925   -0.7943    0.3989
  784.5707   -0.6542    0.6016
  784.8489   -0.4639    0.7581
  785.1270   -0.2379    0.8562
  785.4052    0.0064    0.8886
  785.6834    0.2501    0.8526
  785.9615    0.4746    0.7511
  786.2397    0.6626    0.5918
  786.5179    0.7996    0.3871
  786.8068    0.8768    0.1432
  787.0957    0.8812   -0.1125
  787.3507    0.8243   -0.3312
  787.6058    0.7141   -0.5284
  787.8711    0.5505   -0.6972
  788.1483    0.3388   -0.8211
  788.4371    0.0909   -0.8836
  788.6929   -0.1356   -0.8777
  788.9487   -0.3533   -0.8148
  789.2045   -0.5479   -0.6988
  789.4710   -0.7126   -0.5298
  789.7496   -0.8309   -0.3133
  790.0283   -0.8850   -0.0727
  790.3069   -0.8709    0.1734
  790.5855   -0.7896    0.4062
  790.8641   -0.6474    0.6077
  791.1427   -0.4554    0.7622
  791.4213   -0.2282    0.8580
  791.6999    0.0166    0.8876
  791.9785    0.2600    0.8488
  792.2571    0.4834    0.7445
  792.5357    0.6695    0.5828
  792.8143    0.8039    0.3761
  793.1040    0.8779    0.1307
  793.3628    0.8821   -0.0982
  793.6215    0.8276   -0.3206
  793.8802    0.7180   -0.5217
  794.1389    0.5607   -0.6880
  794.4156    0.3514   -0.8149
  794.7056    0.1037   -0.8813
  794.9619   -0.1231   -0.8787
  795.2183   -0.3418   -0.8188
  795.4746   -0.5382   -0.7053
  795.7406   -0.7047   -0.5390
  796.0185   -0.8255   -0.3249
  796.3063   -0.8838   -0.0772
  796.5616   -0.8746    0.1485
  796.8169   -0.8088    0.3645
  797.0723   -0.6905    0.5569
  797.3394   -0.5190    0.7194
  797.6188   -0.3005    0.8346
  797.8982   -0.0587    0.8850
  798.1776    0.1876    0.8668
  798.4569    0.4194    0.7814
  798.7363    0.6186    0.6354
  799.0157    0.7698    0.4401
  799.2951    0.8613    0.2107
  799.5745    0.8860   -0.0350
  799.8539    0.8420   -0.2779
  800.1332    0.7328   -0.4993
  800.4126    0.5667   -0.6820
  800.6920    0.3566   -0.8117
  800.9829    0.1088   -0.8798
  801.2393   -0.1178   -0.8786
  801.4956   -0.3367   -0.8200
  801.7519   -0.5336   -0.7078
  802.0177   -0.7008   -0.5427
  802.2954   -0.8227   -0.3298
  802.5836   -0.8825   -0.0823
  802.8392   -0.8746    0.1434
  803.0948   -0.8100    0.3599
  803.3503   -0.6927    0.5529
  803.6173   -0.5223    0.7160
  803.8964   -0.3048    0.8321
  804.1756   -0.0638    0.8838
  804.4547    0.1822    0.8671
  804.7338    0.4141    0.7833
  805.0130    0.6138    0.6388
  805.2921    0.7661    0.4449
  805.5713    0.8590    0.2166
  805.8504    0.8854   -0.0285
  806.1295    0.8433   -0.2713
  806.4087    0.7359   -0.4932
  806.6878    0.5715   -0.6768
  806.9670    0.3630   -0.8080
  807.2578    0.1160   -0.8781
  807.5148   -0.1110   -0.8787
  807.7719   -0.3307   -0.8215
  808.0290   -0.5287   -0.7104
  808.2860   -0.6919   -0.5525
  808.5633   -0.8168   -0.3420
  808.8527   -0.8804   -0.0947
  809.1087   -0.8757    0.1314
  809.3648   -0.8138    0.3489
  809.6209   -0.6990    0.5436
  809.8873   -0.5312    0.7084
  810.1658   -0.3160    0.8270
  810.4443   -0.0764    0.8820
  810.7228    0.1690    0.8689
  811.0013    0.4013    0.7889
  811.2798    0.6027    0.6481
  811.5583    0.7577    0.4574
  811.8368    0.8542    0.2315
  812.1153    0.8850   -0.0123
  812.3938    0.8475   -0.2551
  812.6723    0.7447   -0.4782
  812.9508    0.5845   -0.6645
  813.2293    0.3793   -0.7995
  813.5188    0.1353   -0.8745
  813.7783   -0.0936   -0.8798
  814.0378   -0.3162   -0.8263
  814.2973   -0.5176   -0.7175
  814.5567   -0.6843   -0.5606
  814.8333   -0.8114   -0.3524
  815.1236   -0.8783   -0.1053
  815.3802   -0.8763    0.1209
  815.6367   -0.8170    0.3393
  815.8932   -0.7042    0.5354
  816.1592   -0.5386    0.7017
  816.4372   -0.3254    0.8225
  816.7252   -0.0784    0.8810
  816.9807    0.1468    0.8721
  817.2362    0.3624    0.8066
  817.4917    0.5545    0.6888
  817.7589    0.7167    0.5179
  818.0384    0.8317    0.3001
  818.3178    0.8822    0.0590
  818.5972    0.8643   -0.1866
  818.8766    0.7793   -0.4177
  819.1561    0.6339   -0.6164
  819.4355    0.4393   -0.7673
  819.7149    0.2107   -0.8586
  819.9944   -0.0343   -0.8833
  820.2738   -0.2766   -0.8395
  820.5532   -0.4974   -0.7306
  820.8326   -0.6796   -0.5650
  821.1121   -0.8091   -0.3557
  821.4031   -0.8771   -0.1085
  821.6596   -0.8759    0.1175
  821.9160   -0.8175    0.3359
  822.1725   -0.7056    0.5322
  822.4384   -0.5409    0.6989
  822.7162   -0.3285    0.8203
  823.0045   -0.0817    0.8798
  823.2602    0.1435    0.8718
  823.5159    0.3593    0.8071
  823.7716    0.5517    0.6900
  824.0387    0.7142    0.5198
  824.3180    0.8299    0.3028
  824.5972    0.8812    0.0623
  824.8765    0.8642   -0.1830
  825.1558    0.7803   -0.4142
  825.4351    0.6359   -0.6132
  825.7143    0.4422   -0.7646
  825.9936    0.2143   -0.8568
  826.2729   -0.0302   -0.8826
  826.5522   -0.2723   -0.8401
  826.8315   -0.4933   -0.7324
  827.1107   -0.6761   -0.5680
  827.3900   -0.8064   -0.3595
  827.6811   -0.8757   -0.1129
  827.9380   -0.8757    0.1133
  828.1949   -0.8182    0.3320
  828.4518   -0.7070    0.5289
  828.7175   -0.5432    0.6960
  828.9952   -0.3317    0.8182
  829.2838   -0.0851    0.8787
  829.5397    0.1401    0.8715
  829.7955    0.3560    0.8076
  830.0514    0.5488    0.6912
  830.3184    0.7117    0.5219
  830.5975    0.8280    0.3055
  830.8766    0.8801    0.0656
  831.1557    0.8641   -0.1795
  831.4349    0.7812   -0.4106
  831.7140    0.6379   -0.6099
  831.9931    0.4452   -0.7619
  832.2722    0.2180   -0.8550
  832.5514   -0.0260   -0.8819
  832.8305   -0.2680   -0.8406
  833.1096   -0.4892   -0.7341
  833.3888   -0.6725   -0.5709
  833.6679   -0.8038   -0.3635
  833.9587   -0.8742   -0.1178
  834.2162   -0.8754    0.1088
  834.4737   -0.8188    0.3281
  834.7312   -0.7083    0.5258
  834.9888   -0.5510    0.6888
  835.2661   -0.3413    0.8133
  835.5557   -0.0949    0.8768
  835.8120    0.1305    0.8722
  836.0682    0.3472    0.8106
  836.3245    0.5413    0.6960
  836.5911    0.7056    0.5288
  836.8697    0.8238    0.3143
  837.1483    0.8785    0.0756
  837.4269    0.8654   -0.1689
  837.7056    0.7855   -0.4004
  837.9842    0.6451   -0.6010
  838.2628    0.4550   -0.7552
  838.5414    0.2297   -0.8511
  838.8201   -0.0132   -0.8814
  839.0987   -0.2551   -0.8437
  839.3773   -0.4773   -0.7409
  839.6559   -0.6627   -0.5810
  839.9346   -0.7969   -0.3763
  840.2243   -0.8712   -0.1329
  840.4838   -0.8762    0.0950
  840.7432   -0.8225    0.3166
  841.0027   -0.7137    0.5170
  841.2621   -0.5572    0.6827
  841.5389   -0.3494    0.8089
  841.8293   -0.1032    0.8750
  842.0859    0.1222    0.8725
  842.3425    0.3397    0.8129
  842.5991    0.5349    0.7000
  842.8654    0.7002    0.5345
  843.1436    0.8201    0.3216
  843.4315    0.8776    0.0755
  843.6871    0.8682   -0.1488
  843.9427    0.8024   -0.3635
  844.1983    0.6844   -0.5545
  844.4658    0.5135   -0.7156
  844.7455    0.2960   -0.8295
  845.0252    0.0555   -0.8789
  845.3050   -0.1893   -0.8600
  845.5847   -0.4194   -0.7742
  845.8644   -0.6169   -0.6283
  846.1441   -0.7663   -0.4335
  846.4239   -0.8562   -0.2051
  846.7036   -0.8796    0.0393
  846.9833   -0.8345    0.2806
  847.2630   -0.7246    0.5001
  847.5428   -0.5584    0.6807
  847.8225   -0.3488    0.8083
  848.1132   -0.1025    0.8743
  848.3696    0.1226    0.8716
  848.6261    0.3397    0.8120
  848.8825    0.5345    0.6992
  849.1488    0.6997    0.5338
  849.4271    0.8194    0.3211
  849.7150    0.8768    0.0752
  849.9706    0.8673   -0.1490
  850.2262    0.8015   -0.3634
  850.4819    0.6836   -0.5542
  850.7494    0.5127   -0.7152
  851.0292    0.2953   -0.8289
  851.3090    0.0550   -0.8781
  851.5887   -0.1897   -0.8591
  851.8685   -0.4195   -0.7732
  852.1483   -0.6167   -0.6273
  852.4281   -0.7659   -0.4325
  852.7078   -0.8556   -0.2042
  852.9876   -0.8787    0.0400
  853.2674   -0.8335    0.2811
  853.5472   -0.7235    0.5003
  853.8270   -0.5572    0.6806
  854.1067   -0.3476    0.8079
  854.3974   -0.1015    0.8736
  854.6538    0.1234    0.8707
  854.9103    0.3402    0.8109
  855.1667    0.5347    0.6980
  855.4331    0.6996    0.5326
  855.7114    0.8190    0.3198
  855.9993    0.8761    0.0741
  856.2550    0.8663   -0.1498
  856.5106    0.8003   -0.3640
  856.7662    0.6823   -0.5545
  857.0338    0.5114   -0.7151
  857.3137    0.2939   -0.8285
  857.5936    0.0537   -0.8774
  857.8734   -0.1908   -0.8580
  858.1533   -0.4203   -0.7718
  858.4332   -0.6172   -0.6256
  858.7130   -0.7660   -0.4308
  858.9929   -0.8552   -0.2024
  859.2728   -0.8778    0.0417
  859.5527   -0.8321    0.2826
  859.8325   -0.7217    0.5014
  860.1124   -0.5551    0.6812
  860.3923   -0.3454    0.8080
  860.6828   -0.0995    0.8730
  860.9392    0.1252    0.8696
  861.1956    0.3416    0.8094
  861.4520    0.5357    0.6962
  861.7185    0.7001    0.5305
  861.9970    0.8190    0.3176
  862.2755    0.8747    0.0802
  862.5539    0.8631   -0.1634
  862.8324    0.7849   -0.3943
  863.1109    0.6463   -0.5948
  863.3894    0.4579   -0.7495
  863.6679    0.2342   -0.8464
  863.9463   -0.0075   -0.8781
  864.2248   -0.2486   -0.8422
  864.5033   -0.4705   -0.7413
  864.7818   -0.6561   -0.5834
  865.0602   -0.7912   -0.3805
  865.3497   -0.8669   -0.1389
  865.6101   -0.8734    0.0890
  865.8705   -0.8211    0.3109
  866.1309   -0.7133    0.5118
  866.3913   -0.5575    0.6782
  866.6681   -0.3510    0.8046
  866.9588   -0.1056    0.8714
  867.2157    0.1192    0.8696
  867.4726    0.3362    0.8107
  867.7294    0.5312    0.6986
  867.9957    0.6963    0.5342
  868.2739    0.8162    0.3224
  868.5622    0.8742    0.0770
  868.8180    0.8652   -0.1467
  869.0738    0.7999   -0.3608
  869.3296    0.6826   -0.5515
  869.5972    0.5125   -0.7122
  869.8770    0.2959   -0.8260
  870.1567    0.0563   -0.8755
  870.4365   -0.1876   -0.8570
  870.7163   -0.4170   -0.7718
  870.9961   -0.6139   -0.6266
  871.2759   -0.7630   -0.4327
  871.5556   -0.8528   -0.2051
  871.8354   -0.8763    0.0384
  872.1152   -0.8316    0.2788
  872.3950   -0.7223    0.4976
  872.6747   -0.5568    0.6777
  872.9545   -0.3480    0.8050
  873.2454   -0.1026    0.8709
  873.5020    0.1218    0.8684
  873.7586    0.3382    0.8090
  874.0152    0.5325    0.6966
  874.2817    0.6971    0.5317
  874.5600    0.8164    0.3197
  874.8481    0.8735    0.0745
  875.1039    0.8640   -0.1489
  875.3597    0.7982   -0.3626
  875.6154    0.6805   -0.5527
  875.8831    0.5101   -0.7130
  876.1631    0.2933   -0.8261
  876.4430    0.0536   -0.8749
  876.7229   -0.1902   -0.8556
  877.0029   -0.4192   -0.7696
  877.2828   -0.6155   -0.6238
  877.5628   -0.7639   -0.4294
  877.8427   -0.8528   -0.2016
  878.1227   -0.8753    0.0419
  878.4026   -0.8297    0.2821
  878.6826   -0.7194    0.5003
  878.9625   -0.5532    0.6796
  879.2425   -0.3439    0.8059
  879.5330   -0.0986    0.8706
  879.7895    0.1255    0.8670
  880.0460    0.3414    0.8068
  880.3026    0.5349    0.6937
  880.5692    0.6987    0.5282
  880.8478    0.8171    0.3156
  881.1264    0.8723    0.0787
  881.4051    0.8604   -0.1642
  881.6837    0.7820   -0.3945
  881.9623    0.6434   -0.5943
  882.2409    0.4551   -0.7483
  882.5195    0.2318   -0.8445
  882.7982   -0.0094   -0.8756
  883.0768   -0.2499   -0.8392
  883.3554   -0.4710   -0.7380
  883.6340   -0.6559   -0.5800
  883.9126   -0.7901   -0.3772
  884.2023   -0.8649   -0.1358
  884.4625   -0.8707    0.0913
  884.7228   -0.8179    0.3123
  884.9830   -0.7100    0.5122
  885.2432   -0.5543    0.6775
